Time,ECG [V],Annotation
[21:40:02.580],-0.267,Awake
[21:40:02.584],-0.275,Awake
[21:40:02.588],-0.282,Awake
[21:40:02.592],-0.29,Awake
[21:40:02.596],-0.298,Awake
[21:40:02.600],-0.298,Awake
[21:40:02.604],-0.298,Awake
[21:40:02.608],-0.306,Awake
[21:40:02.612],-0.298,Awake
[21:40:02.616],-0.298,Awake
[21:40:02.620],-0.298,Awake
[21:40:02.624],-0.306,Awake
[21:40:02.628],-0.306,Awake
[21:40:02.632],-0.306,Awake
[21:40:02.636],-0.306,Awake
[21:40:02.640],-0.314,Awake
[21:40:02.644],-0.314,Awake
[21:40:02.648],-0.306,Awake
[21:40:02.652],-0.314,Awake
[21:40:02.656],-0.314,Awake
[21:40:02.660],-0.314,Awake
[21:40:02.664],-0.314,Awake
[21:40:02.668],-0.306,Awake
[21:40:02.672],-0.306,Awake
[21:40:02.676],-0.306,Awake
[21:40:02.680],-0.306,Awake
[21:40:02.684],-0.298,Awake
[21:40:02.688],-0.306,Awake
[21:40:02.692],-0.306,Awake
[21:40:02.696],-0.298,Awake
[21:40:02.700],-0.29,Awake
[21:40:02.704],-0.29,Awake
[21:40:02.708],-0.29,Awake
[21:40:02.712],-0.282,Awake
[21:40:02.716],-0.275,Awake
[21:40:02.720],-0.267,Awake
[21:40:02.724],-0.267,Awake
[21:40:02.728],-0.259,Awake
[21:40:02.732],-0.259,Awake
[21:40:02.736],-0.251,Awake
[21:40:02.740],-0.251,Awake
[21:40:02.744],-0.251,Awake
[21:40:02.748],-0.243,Awake
[21:40:02.752],-0.235,Awake
[21:40:02.756],-0.235,Awake
[21:40:02.760],-0.235,Awake
[21:40:02.764],-0.235,Awake
[21:40:02.768],-0.235,Awake
[21:40:02.772],-0.235,Awake
[21:40:02.776],-0.235,Awake
[21:40:02.780],-0.235,Awake
[21:40:02.784],-0.235,Awake
[21:40:02.788],-0.243,Awake
[21:40:02.792],-0.243,Awake
[21:40:02.796],-0.243,Awake
[21:40:02.800],-0.243,Awake
[21:40:02.804],-0.251,Awake
[21:40:02.808],-0.259,Awake
[21:40:02.812],-0.251,Awake
[21:40:02.816],-0.251,Awake
[21:40:02.820],-0.251,Awake
[21:40:02.824],-0.251,Awake
[21:40:02.828],-0.251,Awake
[21:40:02.832],-0.251,Awake
[21:40:02.836],-0.251,Awake
[21:40:02.840],-0.259,Awake
[21:40:02.844],-0.259,Awake
[21:40:02.848],-0.251,Awake
[21:40:02.852],-0.259,Awake
[21:40:02.856],-0.259,Awake
[21:40:02.860],-0.259,Awake
[21:40:02.864],-0.259,Awake
[21:40:02.868],-0.259,Awake
[21:40:02.872],-0.267,Awake
[21:40:02.876],-0.267,Awake
[21:40:02.880],-0.259,Awake
[21:40:02.884],-0.259,Awake
[21:40:02.888],-0.259,Awake
[21:40:02.892],-0.259,Awake
[21:40:02.896],-0.259,Awake
[21:40:02.900],-0.259,Awake
[21:40:02.904],-0.259,Awake
[21:40:02.908],-0.259,Awake
[21:40:02.912],-0.243,Awake
[21:40:02.916],-0.243,Awake
[21:40:02.920],-0.235,Awake
[21:40:02.924],-0.235,Awake
[21:40:02.928],-0.227,Awake
[21:40:02.932],-0.227,Awake
[21:40:02.936],-0.22,Awake
[21:40:02.940],-0.22,Awake
[21:40:02.944],-0.212,Awake
[21:40:02.948],-0.204,Awake
[21:40:02.952],-0.188,Awake
[21:40:02.956],-0.188,Awake
[21:40:02.960],-0.188,Awake
[21:40:02.964],-0.18,Awake
[21:40:02.968],-0.188,Awake
[21:40:02.972],-0.196,Awake
[21:40:02.976],-0.212,Awake
[21:40:02.980],-0.22,Awake
[21:40:02.984],-0.22,Awake
[21:40:02.988],-0.227,Awake
[21:40:02.992],-0.227,Awake
[21:40:02.996],-0.227,Awake
[21:40:03.000],-0.227,Awake
[21:40:03.004],-0.243,Awake
[21:40:03.008],-0.259,Awake
[21:40:03.012],-0.275,Awake
[21:40:03.016],-0.282,Awake
[21:40:03.020],-0.29,Awake
[21:40:03.024],-0.298,Awake
[21:40:03.028],-0.298,Awake
[21:40:03.032],-0.298,Awake
[21:40:03.036],-0.298,Awake
[21:40:03.040],-0.298,Awake
[21:40:03.044],-0.298,Awake
[21:40:03.048],-0.29,Awake
[21:40:03.052],-0.298,Awake
[21:40:03.056],-0.298,Awake
[21:40:03.060],-0.298,Awake
[21:40:03.064],-0.29,Awake
[21:40:03.068],-0.29,Awake
[21:40:03.072],-0.29,Awake
[21:40:03.076],-0.282,Awake
[21:40:03.080],-0.267,Awake
[21:40:03.084],-0.227,Awake
[21:40:03.088],-0.125,Awake
[21:40:03.092],0.063,Awake
[21:40:03.096],0.345,Awake
[21:40:03.100],0.706,Awake
[21:40:03.104],0.996,Awake
[21:40:03.108],0.996,Awake
[21:40:03.112],0.996,Awake
[21:40:03.116],0.996,Awake
[21:40:03.120],0.996,Awake
[21:40:03.124],0.478,Awake
[21:40:03.128],-0.157,Awake
[21:40:03.132],-0.612,Awake
[21:40:03.136],-0.808,Awake
[21:40:03.140],-0.8,Awake
[21:40:03.144],-0.69,Awake
[21:40:03.148],-0.565,Awake
[21:40:03.152],-0.478,Awake
[21:40:03.156],-0.431,Awake
[21:40:03.160],-0.424,Awake
[21:40:03.164],-0.416,Awake
[21:40:03.168],-0.416,Awake
[21:40:03.172],-0.416,Awake
[21:40:03.176],-0.416,Awake
[21:40:03.180],-0.416,Awake
[21:40:03.184],-0.408,Awake
[21:40:03.188],-0.408,Awake
[21:40:03.192],-0.4,Awake
[21:40:03.196],-0.4,Awake
[21:40:03.200],-0.392,Awake
[21:40:03.204],-0.392,Awake
[21:40:03.208],-0.392,Awake
[21:40:03.212],-0.384,Awake
[21:40:03.216],-0.376,Awake
[21:40:03.220],-0.376,Awake
[21:40:03.224],-0.376,Awake
[21:40:03.228],-0.369,Awake
[21:40:03.232],-0.369,Awake
[21:40:03.236],-0.361,Awake
[21:40:03.240],-0.361,Awake
[21:40:03.244],-0.361,Awake
[21:40:03.248],-0.353,Awake
[21:40:03.252],-0.353,Awake
[21:40:03.256],-0.353,Awake
[21:40:03.260],-0.345,Awake
[21:40:03.264],-0.337,Awake
[21:40:03.268],-0.337,Awake
[21:40:03.272],-0.337,Awake
[21:40:03.276],-0.337,Awake
[21:40:03.280],-0.337,Awake
[21:40:03.284],-0.329,Awake
[21:40:03.288],-0.329,Awake
[21:40:03.292],-0.329,Awake
[21:40:03.296],-0.322,Awake
[21:40:03.300],-0.314,Awake
[21:40:03.304],-0.314,Awake
[21:40:03.308],-0.314,Awake
[21:40:03.312],-0.306,Awake
[21:40:03.316],-0.298,Awake
[21:40:03.320],-0.29,Awake
[21:40:03.324],-0.29,Awake
[21:40:03.328],-0.282,Awake
[21:40:03.332],-0.267,Awake
[21:40:03.336],-0.259,Awake
[21:40:03.340],-0.251,Awake
[21:40:03.344],-0.251,Awake
[21:40:03.348],-0.235,Awake
[21:40:03.352],-0.227,Awake
[21:40:03.356],-0.22,Awake
[21:40:03.360],-0.212,Awake
[21:40:03.364],-0.204,Awake
[21:40:03.368],-0.204,Awake
[21:40:03.372],-0.196,Awake
[21:40:03.376],-0.188,Awake
[21:40:03.380],-0.188,Awake
[21:40:03.384],-0.18,Awake
[21:40:03.388],-0.188,Awake
[21:40:03.392],-0.188,Awake
[21:40:03.396],-0.18,Awake
[21:40:03.400],-0.18,Awake
[21:40:03.404],-0.188,Awake
[21:40:03.408],-0.196,Awake
[21:40:03.412],-0.196,Awake
[21:40:03.416],-0.196,Awake
[21:40:03.420],-0.204,Awake
[21:40:03.424],-0.22,Awake
[21:40:03.428],-0.227,Awake
[21:40:03.432],-0.227,Awake
[21:40:03.436],-0.243,Awake
[21:40:03.440],-0.251,Awake
[21:40:03.444],-0.267,Awake
[21:40:03.448],-0.267,Awake
[21:40:03.452],-0.275,Awake
[21:40:03.456],-0.29,Awake
[21:40:03.460],-0.298,Awake
[21:40:03.464],-0.298,Awake
[21:40:03.468],-0.306,Awake
[21:40:03.472],-0.314,Awake
[21:40:03.476],-0.314,Awake
[21:40:03.480],-0.314,Awake
[21:40:03.484],-0.314,Awake
[21:40:03.488],-0.314,Awake
[21:40:03.492],-0.314,Awake
[21:40:03.496],-0.314,Awake
[21:40:03.500],-0.314,Awake
[21:40:03.504],-0.322,Awake
[21:40:03.508],-0.322,Awake
[21:40:03.512],-0.322,Awake
[21:40:03.516],-0.322,Awake
[21:40:03.520],-0.322,Awake
[21:40:03.524],-0.322,Awake
[21:40:03.528],-0.329,Awake
[21:40:03.532],-0.322,Awake
[21:40:03.536],-0.322,Awake
[21:40:03.540],-0.329,Awake
[21:40:03.544],-0.322,Awake
[21:40:03.548],-0.322,Awake
[21:40:03.552],-0.314,Awake
[21:40:03.556],-0.314,Awake
[21:40:03.560],-0.314,Awake
[21:40:03.564],-0.306,Awake
[21:40:03.568],-0.298,Awake
[21:40:03.572],-0.298,Awake
[21:40:03.576],-0.298,Awake
[21:40:03.580],-0.29,Awake
[21:40:03.584],-0.282,Awake
[21:40:03.588],-0.282,Awake
[21:40:03.592],-0.282,Awake
[21:40:03.596],-0.275,Awake
[21:40:03.600],-0.267,Awake
[21:40:03.604],-0.259,Awake
[21:40:03.608],-0.259,Awake
[21:40:03.612],-0.259,Awake
[21:40:03.616],-0.251,Awake
[21:40:03.620],-0.243,Awake
[21:40:03.624],-0.243,Awake
[21:40:03.628],-0.243,Awake
[21:40:03.632],-0.235,Awake
[21:40:03.636],-0.235,Awake
[21:40:03.640],-0.235,Awake
[21:40:03.644],-0.235,Awake
[21:40:03.648],-0.235,Awake
[21:40:03.652],-0.235,Awake
[21:40:03.656],-0.243,Awake
[21:40:03.660],-0.243,Awake
[21:40:03.664],-0.243,Awake
[21:40:03.668],-0.243,Awake
[21:40:03.672],-0.243,Awake
[21:40:03.676],-0.243,Awake
[21:40:03.680],-0.243,Awake
[21:40:03.684],-0.243,Awake
[21:40:03.688],-0.243,Awake
[21:40:03.692],-0.243,Awake
[21:40:03.696],-0.251,Awake
[21:40:03.700],-0.251,Awake
[21:40:03.704],-0.251,Awake
[21:40:03.708],-0.259,Awake
[21:40:03.712],-0.259,Awake
[21:40:03.716],-0.259,Awake
[21:40:03.720],-0.259,Awake
[21:40:03.724],-0.259,Awake
[21:40:03.728],-0.259,Awake
[21:40:03.732],-0.259,Awake
[21:40:03.736],-0.259,Awake
[21:40:03.740],-0.267,Awake
[21:40:03.744],-0.267,Awake
[21:40:03.748],-0.259,Awake
[21:40:03.752],-0.259,Awake
[21:40:03.756],-0.267,Awake
[21:40:03.760],-0.259,Awake
[21:40:03.764],-0.259,Awake
[21:40:03.768],-0.259,Awake
[21:40:03.772],-0.267,Awake
[21:40:03.776],-0.267,Awake
[21:40:03.780],-0.259,Awake
[21:40:03.784],-0.251,Awake
[21:40:03.788],-0.251,Awake
[21:40:03.792],-0.243,Awake
[21:40:03.796],-0.235,Awake
[21:40:03.800],-0.227,Awake
[21:40:03.804],-0.227,Awake
[21:40:03.808],-0.227,Awake
[21:40:03.812],-0.227,Awake
[21:40:03.816],-0.22,Awake
[21:40:03.820],-0.22,Awake
[21:40:03.824],-0.22,Awake
[21:40:03.828],-0.204,Awake
[21:40:03.832],-0.188,Awake
[21:40:03.836],-0.188,Awake
[21:40:03.840],-0.18,Awake
[21:40:03.844],-0.188,Awake
[21:40:03.848],-0.188,Awake
[21:40:03.852],-0.196,Awake
[21:40:03.856],-0.212,Awake
[21:40:03.860],-0.212,Awake
[21:40:03.864],-0.22,Awake
[21:40:03.868],-0.22,Awake
[21:40:03.872],-0.227,Awake
[21:40:03.876],-0.227,Awake
[21:40:03.880],-0.227,Awake
[21:40:03.884],-0.235,Awake
[21:40:03.888],-0.251,Awake
[21:40:03.892],-0.275,Awake
[21:40:03.896],-0.282,Awake
[21:40:03.900],-0.29,Awake
[21:40:03.904],-0.298,Awake
[21:40:03.908],-0.298,Awake
[21:40:03.912],-0.298,Awake
[21:40:03.916],-0.298,Awake
[21:40:03.920],-0.298,Awake
[21:40:03.924],-0.298,Awake
[21:40:03.928],-0.298,Awake
[21:40:03.932],-0.298,Awake
[21:40:03.936],-0.29,Awake
[21:40:03.940],-0.29,Awake
[21:40:03.944],-0.29,Awake
[21:40:03.948],-0.29,Awake
[21:40:03.952],-0.282,Awake
[21:40:03.956],-0.282,Awake
[21:40:03.960],-0.275,Awake
[21:40:03.964],-0.227,Awake
[21:40:03.968],-0.125,Awake
[21:40:03.972],0.063,Awake
[21:40:03.976],0.345,Awake
[21:40:03.980],0.722,Awake
[21:40:03.984],0.996,Awake
[21:40:03.988],0.996,Awake
[21:40:03.992],0.996,Awake
[21:40:03.996],0.996,Awake
[21:40:04.000],0.996,Awake
[21:40:04.004],0.58,Awake
[21:40:04.008],-0.071,Awake
[21:40:04.012],-0.549,Awake
[21:40:04.016],-0.769,Awake
[21:40:04.020],-0.769,Awake
[21:40:04.024],-0.659,Awake
[21:40:04.028],-0.533,Awake
[21:40:04.032],-0.447,Awake
[21:40:04.036],-0.408,Awake
[21:40:04.040],-0.408,Awake
[21:40:04.044],-0.416,Awake
[21:40:04.048],-0.416,Awake
[21:40:04.052],-0.416,Awake
[21:40:04.056],-0.416,Awake
[21:40:04.060],-0.416,Awake
[21:40:04.064],-0.408,Awake
[21:40:04.068],-0.408,Awake
[21:40:04.072],-0.4,Awake
[21:40:04.076],-0.4,Awake
[21:40:04.080],-0.4,Awake
[21:40:04.084],-0.392,Awake
[21:40:04.088],-0.392,Awake
[21:40:04.092],-0.384,Awake
[21:40:04.096],-0.384,Awake
[21:40:04.100],-0.376,Awake
[21:40:04.104],-0.376,Awake
[21:40:04.108],-0.376,Awake
[21:40:04.112],-0.369,Awake
[21:40:04.116],-0.361,Awake
[21:40:04.120],-0.361,Awake
[21:40:04.124],-0.361,Awake
[21:40:04.128],-0.353,Awake
[21:40:04.132],-0.353,Awake
[21:40:04.136],-0.345,Awake
[21:40:04.140],-0.345,Awake
[21:40:04.144],-0.345,Awake
[21:40:04.148],-0.337,Awake
[21:40:04.152],-0.337,Awake
[21:40:04.156],-0.337,Awake
[21:40:04.160],-0.337,Awake
[21:40:04.164],-0.329,Awake
[21:40:04.168],-0.329,Awake
[21:40:04.172],-0.322,Awake
[21:40:04.176],-0.322,Awake
[21:40:04.180],-0.314,Awake
[21:40:04.184],-0.306,Awake
[21:40:04.188],-0.306,Awake
[21:40:04.192],-0.306,Awake
[21:40:04.196],-0.298,Awake
[21:40:04.200],-0.29,Awake
[21:40:04.204],-0.282,Awake
[21:40:04.208],-0.282,Awake
[21:40:04.212],-0.275,Awake
[21:40:04.216],-0.259,Awake
[21:40:04.220],-0.259,Awake
[21:40:04.224],-0.251,Awake
[21:40:04.228],-0.243,Awake
[21:40:04.232],-0.227,Awake
[21:40:04.236],-0.22,Awake
[21:40:04.240],-0.212,Awake
[21:40:04.244],-0.212,Awake
[21:40:04.248],-0.196,Awake
[21:40:04.252],-0.188,Awake
[21:40:04.256],-0.188,Awake
[21:40:04.260],-0.18,Awake
[21:40:04.264],-0.18,Awake
[21:40:04.268],-0.173,Awake
[21:40:04.272],-0.173,Awake
[21:40:04.276],-0.18,Awake
[21:40:04.280],-0.18,Awake
[21:40:04.284],-0.173,Awake
[21:40:04.288],-0.18,Awake
[21:40:04.292],-0.188,Awake
[21:40:04.296],-0.188,Awake
[21:40:04.300],-0.188,Awake
[21:40:04.304],-0.196,Awake
[21:40:04.308],-0.204,Awake
[21:40:04.312],-0.212,Awake
[21:40:04.316],-0.22,Awake
[21:40:04.320],-0.235,Awake
[21:40:04.324],-0.243,Awake
[21:40:04.328],-0.259,Awake
[21:40:04.332],-0.267,Awake
[21:40:04.336],-0.267,Awake
[21:40:04.340],-0.282,Awake
[21:40:04.344],-0.282,Awake
[21:40:04.348],-0.29,Awake
[21:40:04.352],-0.29,Awake
[21:40:04.356],-0.298,Awake
[21:40:04.360],-0.298,Awake
[21:40:04.364],-0.298,Awake
[21:40:04.368],-0.298,Awake
[21:40:04.372],-0.298,Awake
[21:40:04.376],-0.306,Awake
[21:40:04.380],-0.298,Awake
[21:40:04.384],-0.298,Awake
[21:40:04.388],-0.298,Awake
[21:40:04.392],-0.298,Awake
[21:40:04.396],-0.298,Awake
[21:40:04.400],-0.298,Awake
[21:40:04.404],-0.298,Awake
[21:40:04.408],-0.298,Awake
[21:40:04.412],-0.298,Awake
[21:40:04.416],-0.29,Awake
[21:40:04.420],-0.29,Awake
[21:40:04.424],-0.298,Awake
[21:40:04.428],-0.29,Awake
[21:40:04.432],-0.29,Awake
[21:40:04.436],-0.282,Awake
[21:40:04.440],-0.282,Awake
[21:40:04.444],-0.282,Awake
[21:40:04.448],-0.282,Awake
[21:40:04.452],-0.275,Awake
[21:40:04.456],-0.275,Awake
[21:40:04.460],-0.275,Awake
[21:40:04.464],-0.267,Awake
[21:40:04.468],-0.267,Awake
[21:40:04.472],-0.259,Awake
[21:40:04.476],-0.259,Awake
[21:40:04.480],-0.251,Awake
[21:40:04.484],-0.251,Awake
[21:40:04.488],-0.251,Awake
[21:40:04.492],-0.251,Awake
[21:40:04.496],-0.243,Awake
[21:40:04.500],-0.235,Awake
[21:40:04.504],-0.235,Awake
[21:40:04.508],-0.235,Awake
[21:40:04.512],-0.235,Awake
[21:40:04.516],-0.227,Awake
[21:40:04.520],-0.227,Awake
[21:40:04.524],-0.227,Awake
[21:40:04.528],-0.227,Awake
[21:40:04.532],-0.227,Awake
[21:40:04.536],-0.227,Awake
[21:40:04.540],-0.227,Awake
[21:40:04.544],-0.227,Awake
[21:40:04.548],-0.22,Awake
[21:40:04.552],-0.227,Awake
[21:40:04.556],-0.227,Awake
[21:40:04.560],-0.227,Awake
[21:40:04.564],-0.227,Awake
[21:40:04.568],-0.227,Awake
[21:40:04.572],-0.235,Awake
[21:40:04.576],-0.235,Awake
[21:40:04.580],-0.235,Awake
[21:40:04.584],-0.235,Awake
[21:40:04.588],-0.235,Awake
[21:40:04.592],-0.235,Awake
[21:40:04.596],-0.235,Awake
[21:40:04.600],-0.235,Awake
[21:40:04.604],-0.235,Awake
[21:40:04.608],-0.243,Awake
[21:40:04.612],-0.243,Awake
[21:40:04.616],-0.235,Awake
[21:40:04.620],-0.243,Awake
[21:40:04.624],-0.243,Awake
[21:40:04.628],-0.243,Awake
[21:40:04.632],-0.243,Awake
[21:40:04.636],-0.243,Awake
[21:40:04.640],-0.243,Awake
[21:40:04.644],-0.243,Awake
[21:40:04.648],-0.243,Awake
[21:40:04.652],-0.243,Awake
[21:40:04.656],-0.243,Awake
[21:40:04.660],-0.243,Awake
[21:40:04.664],-0.243,Awake
[21:40:04.668],-0.235,Awake
[21:40:04.672],-0.227,Awake
[21:40:04.676],-0.227,Awake
[21:40:04.680],-0.212,Awake
[21:40:04.684],-0.212,Awake
[21:40:04.688],-0.212,Awake
[21:40:04.692],-0.212,Awake
[21:40:04.696],-0.212,Awake
[21:40:04.700],-0.204,Awake
[21:40:04.704],-0.204,Awake
[21:40:04.708],-0.196,Awake
[21:40:04.712],-0.188,Awake
[21:40:04.716],-0.173,Awake
[21:40:04.720],-0.165,Awake
[21:40:04.724],-0.165,Awake
[21:40:04.728],-0.173,Awake
[21:40:04.732],-0.18,Awake
[21:40:04.736],-0.188,Awake
[21:40:04.740],-0.196,Awake
[21:40:04.744],-0.196,Awake
[21:40:04.748],-0.196,Awake
[21:40:04.752],-0.204,Awake
[21:40:04.756],-0.204,Awake
[21:40:04.760],-0.204,Awake
[21:40:04.764],-0.204,Awake
[21:40:04.768],-0.212,Awake
[21:40:04.772],-0.227,Awake
[21:40:04.776],-0.251,Awake
[21:40:04.780],-0.267,Awake
[21:40:04.784],-0.275,Awake
[21:40:04.788],-0.282,Awake
[21:40:04.792],-0.282,Awake
[21:40:04.796],-0.282,Awake
[21:40:04.800],-0.282,Awake
[21:40:04.804],-0.282,Awake
[21:40:04.808],-0.282,Awake
[21:40:04.812],-0.282,Awake
[21:40:04.816],-0.275,Awake
[21:40:04.820],-0.275,Awake
[21:40:04.824],-0.275,Awake
[21:40:04.828],-0.275,Awake
[21:40:04.832],-0.275,Awake
[21:40:04.836],-0.267,Awake
[21:40:04.840],-0.267,Awake
[21:40:04.844],-0.251,Awake
[21:40:04.848],-0.204,Awake
[21:40:04.852],-0.11,Awake
[21:40:04.856],0.086,Awake
[21:40:04.860],0.376,Awake
[21:40:04.864],0.761,Awake
[21:40:04.868],0.996,Awake
[21:40:04.872],0.996,Awake
[21:40:04.876],0.996,Awake
[21:40:04.880],0.996,Awake
[21:40:04.884],0.996,Awake
[21:40:04.888],0.604,Awake
[21:40:04.892],-0.039,Awake
[21:40:04.896],-0.51,Awake
[21:40:04.900],-0.722,Awake
[21:40:04.904],-0.714,Awake
[21:40:04.908],-0.596,Awake
[21:40:04.912],-0.471,Awake
[21:40:04.916],-0.392,Awake
[21:40:04.920],-0.369,Awake
[21:40:04.924],-0.376,Awake
[21:40:04.928],-0.384,Awake
[21:40:04.932],-0.384,Awake
[21:40:04.936],-0.384,Awake
[21:40:04.940],-0.384,Awake
[21:40:04.944],-0.376,Awake
[21:40:04.948],-0.376,Awake
[21:40:04.952],-0.369,Awake
[21:40:04.956],-0.369,Awake
[21:40:04.960],-0.369,Awake
[21:40:04.964],-0.361,Awake
[21:40:04.968],-0.361,Awake
[21:40:04.972],-0.361,Awake
[21:40:04.976],-0.361,Awake
[21:40:04.980],-0.361,Awake
[21:40:04.984],-0.361,Awake
[21:40:04.988],-0.353,Awake
[21:40:04.992],-0.353,Awake
[21:40:04.996],-0.353,Awake
[21:40:05.000],-0.345,Awake
[21:40:05.004],-0.345,Awake
[21:40:05.008],-0.353,Awake
[21:40:05.012],-0.345,Awake
[21:40:05.016],-0.345,Awake
[21:40:05.020],-0.337,Awake
[21:40:05.024],-0.337,Awake
[21:40:05.028],-0.337,Awake
[21:40:05.032],-0.337,Awake
[21:40:05.036],-0.337,Awake
[21:40:05.040],-0.337,Awake
[21:40:05.044],-0.329,Awake
[21:40:05.048],-0.329,Awake
[21:40:05.052],-0.322,Awake
[21:40:05.056],-0.314,Awake
[21:40:05.060],-0.314,Awake
[21:40:05.064],-0.306,Awake
[21:40:05.068],-0.298,Awake
[21:40:05.072],-0.298,Awake
[21:40:05.076],-0.298,Awake
[21:40:05.080],-0.29,Awake
[21:40:05.084],-0.275,Awake
[21:40:05.088],-0.267,Awake
[21:40:05.092],-0.259,Awake
[21:40:05.096],-0.259,Awake
[21:40:05.100],-0.251,Awake
[21:40:05.104],-0.243,Awake
[21:40:05.108],-0.227,Awake
[21:40:05.112],-0.227,Awake
[21:40:05.116],-0.22,Awake
[21:40:05.120],-0.212,Awake
[21:40:05.124],-0.204,Awake
[21:40:05.128],-0.196,Awake
[21:40:05.132],-0.188,Awake
[21:40:05.136],-0.18,Awake
[21:40:05.140],-0.173,Awake
[21:40:05.144],-0.18,Awake
[21:40:05.148],-0.18,Awake
[21:40:05.152],-0.173,Awake
[21:40:05.156],-0.173,Awake
[21:40:05.160],-0.18,Awake
[21:40:05.164],-0.173,Awake
[21:40:05.168],-0.173,Awake
[21:40:05.172],-0.18,Awake
[21:40:05.176],-0.18,Awake
[21:40:05.180],-0.188,Awake
[21:40:05.184],-0.188,Awake
[21:40:05.188],-0.196,Awake
[21:40:05.192],-0.212,Awake
[21:40:05.196],-0.22,Awake
[21:40:05.200],-0.227,Awake
[21:40:05.204],-0.243,Awake
[21:40:05.208],-0.259,Awake
[21:40:05.212],-0.267,Awake
[21:40:05.216],-0.275,Awake
[21:40:05.220],-0.282,Awake
[21:40:05.224],-0.29,Awake
[21:40:05.228],-0.298,Awake
[21:40:05.232],-0.298,Awake
[21:40:05.236],-0.298,Awake
[21:40:05.240],-0.298,Awake
[21:40:05.244],-0.306,Awake
[21:40:05.248],-0.298,Awake
[21:40:05.252],-0.306,Awake
[21:40:05.256],-0.322,Awake
[21:40:05.260],-0.329,Awake
[21:40:05.264],-0.329,Awake
[21:40:05.268],-0.337,Awake
[21:40:05.272],-0.329,Awake
[21:40:05.276],-0.337,Awake
[21:40:05.280],-0.337,Awake
[21:40:05.284],-0.337,Awake
[21:40:05.288],-0.345,Awake
[21:40:05.292],-0.353,Awake
[21:40:05.296],-0.353,Awake
[21:40:05.300],-0.345,Awake
[21:40:05.304],-0.337,Awake
[21:40:05.308],-0.345,Awake
[21:40:05.312],-0.345,Awake
[21:40:05.316],-0.345,Awake
[21:40:05.320],-0.353,Awake
[21:40:05.324],-0.361,Awake
[21:40:05.328],-0.376,Awake
[21:40:05.332],-0.392,Awake
[21:40:05.336],-0.416,Awake
[21:40:05.340],-0.439,Awake
[21:40:05.344],-0.478,Awake
[21:40:05.348],-0.502,Awake
[21:40:05.352],-0.525,Awake
[21:40:05.356],-0.533,Awake
[21:40:05.360],-0.518,Awake
[21:40:05.364],-0.502,Awake
[21:40:05.368],-0.486,Awake
[21:40:05.372],-0.478,Awake
[21:40:05.376],-0.471,Awake
[21:40:05.380],-0.447,Awake
[21:40:05.384],-0.439,Awake
[21:40:05.388],-0.424,Awake
[21:40:05.392],-0.4,Awake
[21:40:05.396],-0.392,Awake
[21:40:05.400],-0.384,Awake
[21:40:05.404],-0.392,Awake
[21:40:05.408],-0.4,Awake
[21:40:05.412],-0.4,Awake
[21:40:05.416],-0.392,Awake
[21:40:05.420],-0.392,Awake
[21:40:05.424],-0.384,Awake
[21:40:05.428],-0.376,Awake
[21:40:05.432],-0.361,Awake
[21:40:05.436],-0.361,Awake
[21:40:05.440],-0.361,Awake
[21:40:05.444],-0.353,Awake
[21:40:05.448],-0.345,Awake
[21:40:05.452],-0.345,Awake
[21:40:05.456],-0.361,Awake
[21:40:05.460],-0.345,Awake
[21:40:05.464],-0.345,Awake
[21:40:05.468],-0.337,Awake
[21:40:05.472],-0.337,Awake
[21:40:05.476],-0.337,Awake
[21:40:05.480],-0.329,Awake
[21:40:05.484],-0.329,Awake
[21:40:05.488],-0.329,Awake
[21:40:05.492],-0.329,Awake
[21:40:05.496],-0.322,Awake
[21:40:05.500],-0.322,Awake
[21:40:05.504],-0.314,Awake
[21:40:05.508],-0.306,Awake
[21:40:05.512],-0.298,Awake
[21:40:05.516],-0.29,Awake
[21:40:05.520],-0.29,Awake
[21:40:05.524],-0.282,Awake
[21:40:05.528],-0.275,Awake
[21:40:05.532],-0.267,Awake
[21:40:05.536],-0.259,Awake
[21:40:05.540],-0.243,Awake
[21:40:05.544],-0.227,Awake
[21:40:05.548],-0.212,Awake
[21:40:05.552],-0.212,Awake
[21:40:05.556],-0.204,Awake
[21:40:05.560],-0.204,Awake
[21:40:05.564],-0.204,Awake
[21:40:05.568],-0.204,Awake
[21:40:05.572],-0.212,Awake
[21:40:05.576],-0.22,Awake
[21:40:05.580],-0.22,Awake
[21:40:05.584],-0.212,Awake
[21:40:05.588],-0.227,Awake
[21:40:05.592],-0.227,Awake
[21:40:05.596],-0.227,Awake
[21:40:05.600],-0.227,Awake
[21:40:05.604],-0.235,Awake
[21:40:05.608],-0.243,Awake
[21:40:05.612],-0.251,Awake
[21:40:05.616],-0.251,Awake
[21:40:05.620],-0.259,Awake
[21:40:05.624],-0.267,Awake
[21:40:05.628],-0.267,Awake
[21:40:05.632],-0.275,Awake
[21:40:05.636],-0.275,Awake
[21:40:05.640],-0.282,Awake
[21:40:05.644],-0.275,Awake
[21:40:05.648],-0.259,Awake
[21:40:05.652],-0.259,Awake
[21:40:05.656],-0.259,Awake
[21:40:05.660],-0.259,Awake
[21:40:05.664],-0.259,Awake
[21:40:05.668],-0.243,Awake
[21:40:05.672],-0.235,Awake
[21:40:05.676],-0.227,Awake
[21:40:05.680],-0.212,Awake
[21:40:05.684],-0.173,Awake
[21:40:05.688],-0.071,Awake
